# Constructed from biom file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#OTU ID,DGF0001,DGF0005,DGF0006,DGF0008,DGF0011,DGF0012,DGF0013,DGF0018,DGF0022,DGF0023,DGF0027,DGF0028,DGF0032,DGF0034,DGF0036,DGF0037,DGF0040,DGF0042,DGF0045,DGF0048,DGF0050,DGF0052,DGF0058,DGF0059,DGF0062,DGF0063,DGF0064,DGF0065,DGF0070,DGF0075,DGF0076,DGF0082,DGF0085,DGF0088,DGF0092,DGF0102,DGF0103,DGF0104,DGF0110,DGF0112,DGF0113,DGF0116,DGF0117,DGF0119,DGF0120,DGF0128,DGF0132,DGF0134,DGF0137,DGF0138,DGF0143,DGF0148,DGF0150,DGF0153,DGF0155,DGF0156,DGF0157,DGF0160,DGF0163,DGF0170,DGF0171,DGF0172,DGF0173,DGF0177,DGF0179,DGF0181,DGF0190,DGF0191,DGF0194,DGF0196,DGF0198,DGF0199,DGF0201,DGF0205,DGF0214,DGF0217
ba47a00b4318578b63893cd9a9f23fb2,2553,72,0,0,1799,0,0,0,0,130,0,0,0,14583,0,1371,521,18,0,2733,0,0,0,0,813,0,0,0,0,0,0,0,0,0,0,164,0,1540,0,11153,153,0,4218,0,4141,94,730,16,599,24,247,0,45,116,861,2242,0,447,287,563,0,2577,1606,51,0,0,140,135,74,10060,29,462,0,139,0,242
dd32ae5ee3db947bab3bbd9c66d22d6d,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2873,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,948,61609,0,0,0,0,0,681
623f3739d198b79a98424088b277f656,0,0,12,0,0,0,0,100,370,0,0,0,0,0,177,0,0,0,0,0,167,37404,0,0,0,18,0,41,59,0,0,0,0,0,0,0,0,0,0,0,0,22253,1656,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,27,2182,0,0,0,0,0,0,0,0,0,0
fb4915be61aca1eded92bdb279b31266,0,41,0,0,0,2176,320,22037,412,0,0,0,52,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,10080,0,0,0,0,0,118,0,0,0,0,14101,0,0,0,0,319,0,0,0,0,0,0,0,28,8009,0,0,0,0,0,0,0,0,0,0
dd6a88a56abdc6f434000ff6cf17ab86,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,55718,0,0,0,938,0,0,0,0,0,0,0,22,0,0,0,260,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,399,0,0,0,0
3e5f4ec24c51a1cff30e39594dacb10e,0,0,424,547,80,1829,2797,378,437,271,4788,0,2034,0,0,0,0,637,3149,24,2434,70,7177,191,0,0,0,1590,59,0,38,0,0,0,157,0,0,0,796,39,0,63,0,0,0,549,0,58,0,0,0,6273,28,0,0,0,13215,0,0,0,0,0,26,40,1432,3862,0,0,370,50,0,21,21,1505,0,0
defc2669ac8c41035033ead2ed1c1d16,0,119,0,0,0,0,0,0,0,77,0,2209,3,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7245,0,0,0,0,0,0,0,0,0,629,381,31339,0,0,0,0,83,0,1800,240,243,0,0,0,0,0,0,11007,136,0,0,383,0,0,0,0,0
aee5c7d7e34130155ea179d975af5be5,0,204,0,50,0,0,0,0,0,140,0,8,0,2843,0,1878,6288,0,0,57,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,44,0,8,529,3762,0,0,0,0,4498,33,369,9,92,166,22941,0,0,0,0,46,0,2226,271,1261,13,51,117,0,0,0,2519,192,104,0,1533,345,0,7,0,0
4c634325d6aa91038f547dccd9a4aca0,0,33,0,18483,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33730,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b33b9854fe3a5d5afa78a838ead92850,2294,330,0,0,0,0,0,0,0,377,0,0,0,0,0,6401,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,351,6989,0,0,0,33,0,48,0,45,3770,0,0,0,49,0,25068,206,0,0,882,0,2522,370,654,0,0,0,0,11,0,0,0,291,0,0,0,0
28e211a99d4ba88c3dd27adca4467de3,0,0,0,0,21,0,0,0,430,68,0,0,0,0,0,0,0,489,2619,0,0,0,0,44,0,0,2088,0,0,303,0,303,0,0,172,0,0,0,0,0,93,0,0,9302,29,0,23257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,92,0,0,0,0,0,0,9894,0,0,0,0,0,0
776ef281f493efd5ceca6ccd8d941ea9,0,108,0,0,0,0,0,0,0,0,0,0,0,0,44,0,16519,1004,0,178,0,0,93,0,0,0,0,296,0,0,19,0,0,0,0,0,0,627,0,0,0,0,0,0,15978,0,0,34,0,0,0,0,0,0,6660,0,0,0,6085,0,0,0,0,0,13,0,0,109,0,0,0,16,0,0,0,0
a19f76bf492d87ba4b9659a4e3ca652e,0,0,11,0,6176,0,33,0,0,14,25,2985,0,124,0,0,1897,0,0,21,1371,0,413,66,0,54,0,1099,0,117,27,0,0,0,0,9,0,250,0,33,40,75,23,0,0,0,603,114,43,53,14,0,0,215,472,0,23370,0,86,1757,147,0,51,1599,1192,0,0,0,2590,26,0,25,0,73,5,0
53190209f81d63eb0d2ea1f798cc4297,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,40931,0,0,0,2,0,0,0,0,0,0,0,48,141,0,5820,30,0,57,0,0,38,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
cc54b94ef0be011a9fbed58cd5fd69e2,0,0,0,0,0,0,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
8bb7c660a51e1045e49618d2c689d580,0,0,0,0,0,0,0,0,57,38,0,0,0,0,271,0,0,94,0,0,0,0,0,76,0,0,0,0,865,28751,136,969,2156,0,0,0,0,0,4388,0,0,206,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,6254
48fe0945ba61d2eaa23052e676b41724,0,186,0,90,0,0,0,257,0,0,0,0,0,0,0,25036,302,192,59,0,0,20,0,799,92,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1192,95,0,0,0,10496,0,2604,525,0,0,0,0,854,543,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1308,0,0,0,0
3da22e26672a960fbfbf7b14a72cf197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,181,0,0,0,0,0,0,0,0,0,547,0,0,0,0,0,29313,0,0,397,0,14033,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56bf533bd2b705353fd38cd234766231,0,0,0,4559,0,16,0,0,0,148,0,1787,20,0,0,1954,0,0,1209,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,10,166,0,0,118,19025,0,0,522,0,139,988,0,0,1485,0,515,0,46,0,2488,1566,0,0,0,0,0,1406,1612,0,0,0,0,71,0,0,0,281,0,0,3245,66
3638c80846664e33e3894630c0328560,0,737,0,7215,0,31,0,0,0,2838,0,9561,0,0,0,1971,0,4,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,69,32,6,576,1859,0,0,0,0,371,343,0,0,1143,635,1920,0,0,9,0,176,9,0,272,517,0,36,13,0,0,0,3784,368,1205,30,166,427,0,3564,753,1378
092523a4aed84953633a5f48bc2f87b9,0,1480,0,16,0,0,0,0,111,25,0,0,0,0,0,0,21,37,0,0,36,0,0,0,0,0,0,0,201,0,2464,1101,0,0,0,0,0,0,0,0,0,206,0,0,0,3502,0,0,0,0,0,47,0,32816,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
57729b2b058d8d5253d3e56e4f6386ca,21,239,0,6,179,0,0,0,0,1675,0,4858,0,0,0,396,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1011,0,0,1415,0,0,0,0,0,0,0,0,47,0,127,21811,0,0,0,0,11,24,5089,55,107,8,0,0,0,0,0,2803,0,9,0,38,982,0,13,0,0
11168817de4abf6362e79217900f9fef,0,0,2827,0,0,35,19777,0,0,0,0,0,3334,0,0,0,0,0,0,0,13971,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,522,0,0,0,0,0,0,0,0,0,0,0
d7c0e77b7c713f36fd943bde8ce89473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,1154,0,0,0,0,754,0,0,0,11396,22891,3324,0,0,0,0,0,0,0,0,0,0,0,0,0
dad3c22ceada1f02b4b765b9264e45a3,0,1305,0,2733,0,48,0,8470,1606,137,0,0,0,0,0,0,0,0,379,0,0,56,50,0,0,48,0,0,61,467,45,1368,0,0,0,0,0,0,8522,0,1458,14,0,0,0,5183,36,0,0,0,0,0,0,0,0,0,49,0,0,0,0,24,0,0,0,5350,0,94,0,0,0,86,0,0,41,759
33a437580fad471b15643eff0a444a3d,0,74,20,15872,0,0,0,0,0,0,472,0,0,0,0,0,0,0,3813,0,0,0,292,0,0,0,109,0,0,0,0,288,0,0,0,0,0,0,39,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12723,0,110,0,1745
4bbb0e6e3e64b80f768f43fb17dd14c4,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5a37cc8daf9fb10195f425667daa97ac,0,0,81,270,0,0,0,0,0,0,35,1385,463,15,0,0,0,7156,627,13,23,0,0,0,0,0,0,0,0,11,23,0,125,0,1008,94,0,1655,0,152,272,0,12,0,0,0,17,898,0,0,0,0,0,10543,277,0,26,0,0,18,24,0,0,47,0,0,0,0,0,0,0,0,0,0,7707,258
a1428f90fb4e53bf5a471e359b3137b5,0,1124,315,124,0,11,16,122,583,8682,0,0,1068,0,0,0,0,0,10,0,68,22,0,0,0,0,32,0,2096,315,36,419,2329,282,0,0,0,0,80,0,0,2908,0,0,0,9501,0,0,0,0,0,408,0,0,0,0,21,0,0,0,0,0,0,0,0,205,0,0,240,0,0,0,0,0,0,0
7979c9b0873941928fb58245278bb528,2386,38,0,2469,324,0,21,0,0,151,0,185,13,0,0,1099,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,89,0,0,314,2468,22,0,47,0,1597,0,3106,0,116,0,169,0,0,0,6676,89,0,171,278,6850,185,104,368,0,0,0,12,22,76,0,0,349,0,56,0,0
c3e7384a5c0281c53bd80db8a5f7d931,0,0,0,28,3986,0,91,664,0,0,0,840,0,297,0,535,55,0,0,378,1041,0,610,29,0,0,0,20,23,86,0,0,6,0,0,172,0,0,265,7345,44,0,10,82,0,27,2730,217,11,85,0,0,9,314,197,25,2533,194,0,799,3042,0,17,25,374,1419,16,0,220,292,0,78,0,0,0,0
5f3b6f396d42ecd5905ea7163ec852ba,0,382,0,1371,0,0,0,0,0,570,0,0,0,0,0,217,0,0,50,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,50,0,0,411,18,12,0,0,0,0,33,0,0,0,0,4667,0,0,0,0,0,0,1081,11,86,0,9,0,0,0,0,14513,233,0,0,921,4423,0,29,0,0
880fb5b796a625947716688b32e74c44,9,0,0,0,15,0,0,0,0,0,0,294,0,4499,0,2181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,135,422,0,0,0,0,0,57,0,0,3193,689,0,0,0,0,0,58,0,5893,121,1342,0,85,176,0,0,0,7181,1666,0,0,0,50,0,661,0,0
990c7ee64063b3519a2c75f0f1411c4b,0,0,0,21,0,208,0,1090,0,280,16,0,0,0,0,0,0,0,148,0,0,10314,3862,183,0,0,182,0,0,64,418,428,29,0,84,0,0,0,16,0,31,302,0,0,0,133,0,0,0,0,0,85,6835,0,0,0,41,0,0,0,0,0,0,0,52,1166,0,0,638,0,0,1074,0,0,66,0
393ee326974f0833086b03f0c0748198,0,33,0,0,0,0,106,0,0,0,0,0,27066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388dcbe89d71249d982eb0afdaa526b2,0,0,0,793,0,0,0,0,0,176,0,0,0,0,0,792,2711,0,0,0,0,0,0,0,0,711,0,0,0,0,0,0,0,0,0,346,0,0,0,335,0,0,0,0,0,0,0,474,350,191,739,0,0,0,0,0,0,629,857,11148,781,181,726,0,0,0,0,0,72,0,0,4802,0,201,0,0
96cb411bc2fe3ac8bb2b21f937b9c27d,0,9121,251,0,0,0,0,1270,47,1864,0,0,565,0,0,0,0,0,0,0,0,974,0,0,0,0,67,0,1078,14,65,39,0,118,0,0,0,0,0,0,0,3930,0,0,0,5692,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,101,409,0,0,0,0,0,0,0,0,0,0
58514f20ebf4be2b13d619ba3bd2cf83,0,0,0,0,38,0,0,0,0,31,0,233,0,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,116,0,8,0,0,0,0,0,1222,0,84,0,0,0,0,0,0,0,0,72,0,0,0,0,0,43,0,0,1541,12,41,0,0,128,0,1096,0,19495
